,article_id,author,category,number_of_comments,timestamp,title,article_link
127,483771,هسبريس من الدار البيضاء,faits-divers,5,2020-09-10 23:50:00,دويّ انفجار يهز مصحة خاصة في الدار البيضاء,https://www.hespress.com/faits-divers/483771.html
128,483744,إبراهيم الحافظون من سطات,faits-divers,8,2020-09-10 21:15:00,جريمة قتل تلاحق خمسة أشخاص بنواحي برشيد,https://www.hespress.com/faits-divers/483744.html
129,483792,أيوب صدور من تطوان,regions,0,2020-09-11 13:25:00,"تطبيق ووقاية يرافقان ""امتحان العلوم"" في تطوان",https://www.hespress.com/regions/483792.html
130,483732,محمد ايت حساين,regions,3,2020-09-11 08:35:00,"إجراءات جديدة بتنغير بعد ارتفاع ""مصابي كورونا""",https://www.hespress.com/regions/483732.html
131,483785,هسبريس - أمال كنين,regions,0,2020-09-11 14:45:00,رحلة بحرية جديدة تربط طنجة بالجزيرة الخضراء,https://www.hespress.com/regions/483785.html
132,483805,صالح الخزاعي من خريبكة,regions,6,2020-09-11 15:19:00,"""كوفيد 19"" يصيب طبيبا في ""مستعجلات خريبكة""",https://www.hespress.com/regions/483805.html
133,483818,رشيد بيجيكن من أكادير,regions,20,2020-09-11 17:07:00,سلطات أكادير تعلن عن إغلاق الشواطئ والحدائق,https://www.hespress.com/regions/483818.html
134,483831,هسبريس من الرباط,regions,38,2020-09-11 19:00:00,جهتا البيضاء والرباط تتصدران قائمة الإصابات الجديدة بالفيروس,https://www.hespress.com/regions/483831.html
135,483840,ياسين أوشن,regions,0,2020-09-11 20:13:00,"جهة بني ملال تسجل 106 حالات جديدة بـ""كورونا""",https://www.hespress.com/regions/483840.html
136,483786,هسبريس من الرباط,regions,3,2020-09-11 19:15:00,"دعوة إلى زيادة فحوصات ""كورونا"" في مدينة سلا",https://www.hespress.com/regions/483786.html
137,483847,عبد الكريم هرواش من الناظور,regions,1,2020-09-11 22:55:00,"70 إصابة جديدة بـ""كورونا"" وحالتا وفاة في الشرق",https://www.hespress.com/regions/483847.html
138,483790,هسبريس- عبد الإله شبل,regions,9,2020-09-12 02:30:00,ساكنة برشيد تشتكي كثرة مظاهر الفوضى والإزعاج,https://www.hespress.com/regions/483790.html
139,483838,رشيد بيجيكن من أكادير,regions,4,2020-09-11 21:12:00,بؤرة مهنية ترفع عدد الإصابات بكورونا في سوس‎,https://www.hespress.com/regions/483838.html
140,483852,ياسين أوشن,regions,3,2020-09-12 04:20:00,نقابة تعليمية: الدخول المدرسي يتعثر بإقليم أزيلال,https://www.hespress.com/regions/483852.html
141,483820,رشيد بيجيكن من اشتوكة آيت باها,regions,1,2020-09-12 05:30:00,"""بحارة تفنيت"" يستفيدون من قوارب صيد عصرية",https://www.hespress.com/regions/483820.html
142,483810,هسبريس - عبد الإله شبل,regions,71,2020-09-11 23:00:00,"انتشار كورونا ينذر بـ""حجر صحي شامل"" على سكان الدار البيضاء",https://www.hespress.com/regions/483810.html
