,article_id,author,category,number_of_comments,timestamp,title,article_link
204,476589,هسبريس - محمد الراجي,marocains-du-monde,52,2020-07-01 08:00:00,"عشرات الآلاف من ""المغاربة العالقين"" يغادرون إلى دول المهجر",https://www.hespress.com/marocains-du-monde/476589.html
205,476577,هسبريس من الرباط,marocains-du-monde,38,2020-07-01 13:00:00,"صور ""درون"" يونانية تجهض أحلام ""حراكة مغاربة"" في بلوغ أوروبا‬",https://www.hespress.com/marocains-du-monde/476577.html
206,476685,هسبريس – نورالدين إكجان,marocains-du-monde,20,2020-07-01 16:00:00,"شكاوى مقتل ""فلويد المغربي"" تتحول إلى احتجاجات بألميريا الإسبانية",https://www.hespress.com/marocains-du-monde/476685.html
207,476806,هسبريس من الرباط,marocains-du-monde,14,2020-07-03 00:00:00,"ضعف التّنسيق بين المغرب وإسبانيا يؤزّم وضعية ""عاملات الفراولة""",https://www.hespress.com/marocains-du-monde/476806.html
208,476684,هسبريس من الرباط,marocains-du-monde,13,2020-07-02 01:15:00,آخر المغاربة العالقين في اليابان يعودون إلى الوطن‎,https://www.hespress.com/marocains-du-monde/476684.html
209,476767,هسبريس من الرباط,marocains-du-monde,12,2020-07-02 17:31:00,مغاربة عالقون في تونس يتشبثون بالعودة إلى الوطن,https://www.hespress.com/marocains-du-monde/476767.html
210,476843,هسبريس - محمد الراجي,marocains-du-monde,22,2020-07-03 07:00:00,"شكاوى ""التمييز"" ضد مئات المهاجرين المغاربة تلاحق حكومة مدريد",https://www.hespress.com/marocains-du-monde/476843.html
211,477050,هسبريس - وائل بورشاشن,marocains-du-monde,16,2020-07-05 12:10:00,"""سوء إرشاد"" يعمّق معاناة مغاربة ""عالقين"" بالخارج",https://www.hespress.com/marocains-du-monde/477050.html
212,476933,جمال سماحي من تطوان ,marocains-du-monde,35,2020-07-05 17:00:00,معاناة عاملات الفراولة بإسبانيا تزداد بإغلاق الحدود وانتهاء العقود,https://www.hespress.com/marocains-du-monde/476933.html
213,477100,هسبريس من الرباط,marocains-du-monde,13,2020-07-05 17:10:00,مطار أكادير يستقبل 303 من المغاربة العالقين بكندا,https://www.hespress.com/marocains-du-monde/477100.html
214,477151,هسبريس من الرباط,marocains-du-monde,43,2020-07-06 10:00:00,مغاربة عالقون بألمانيا يلتمسون إرجاعهم إلى البلاد,https://www.hespress.com/marocains-du-monde/477151.html
215,477200,هسبريس من الرباط,marocains-du-monde,40,2020-07-06 13:00:00,الرباط تعيد 278 من المغاربة العالقين في 3 بلدان بمنطقة الخليج,https://www.hespress.com/marocains-du-monde/477200.html
216,477199,هسبريس من الرباط,marocains-du-monde,48,2020-07-06 21:00:00,"عالقون بإسطنبول يواجهون ""التّشرد"" بالمبيت أمام قنصلية المملكة",https://www.hespress.com/marocains-du-monde/477199.html
217,477280,هسبريس من الرباط,marocains-du-monde,25,2020-07-07 01:00:00,"معطيات رسمية .. ""كورونا"" يودي بحياة 466 مغربيا في الخارج",https://www.hespress.com/marocains-du-monde/477280.html
218,480155,هسبريس من الرباط,politique,11,2020-08-04 16:05:00,مكونات مجلس النواب تتفاعل مع فحوى خطاب العرش,https://www.hespress.com/politique/480155.html
219,480065,هسبريس من الرباط,politique,10,2020-08-04 08:11:00,"نواب يبتغون استطلاع وضع ""مستشفيات كورونا""",https://www.hespress.com/politique/480065.html
220,477276,هسبريس - عبد الرحيم العسري,marocains-du-monde,134,2020-07-07 04:00:00,"الوفي: عدم تنظيم عملية ""مرحبا 2020"" لا يعني إلغاء العبور",https://www.hespress.com/marocains-du-monde/477276.html
221,480139,هسبريس من الرباط,politique,78,2020-08-04 01:01:00,"تبون: ""الأخوة الصادقة"" تجمع المغرب والجزائر",https://www.hespress.com/politique/480139.html
222,480008,هسبريس - عبد السلام الشامخ,politique,132,2020-08-03 10:00:00,"سيناريو حكومة إنقاذ وطني لصدّ ""كورونا"" يُخيف ""إخوان العثماني""",https://www.hespress.com/politique/480008.html
223,480174,هسبريس - عبد الرحيم العسري,politique,119,2020-08-04 16:00:00,الوزراء يستفيدون من عطلة لأسبوعين ويتأهبون تحسبا لطوارئ محتملة,https://www.hespress.com/politique/480174.html
224,480236,هسبريس من الرباط,politique,6,2020-08-05 01:00:00,الملك يعزي العماد عون في انفجار مرفأ بيروت,https://www.hespress.com/politique/480236.html
225,480215,هسبريس - عبد السلام الشامخ,politique,73,2020-08-04 22:00:00,"مغاربة يقيّمون تهاني تبّون للملك: ""بروتوكول معتاد وأخوة مسمومة""",https://www.hespress.com/politique/480215.html
226,480277,هسبريس ـ عبد الرحيم العسري (كاريكاتير: مبارك بوعلي),politique,21,2020-08-05 23:00:00,"مدينة إيطالية تتراجع عن إبرام اتفاقية ""توأمة"" مع جبهة البوليساريو",https://www.hespress.com/politique/480277.html
227,480379,هسبريس من الرباط,politique,2,2020-08-06 16:27:00,تجويد العلاقات يجمع المالكي وسفير بريطانيا بالرباط,https://www.hespress.com/politique/480379.html
228,480383,هسبريس من الرباط,politique,88,2020-08-06 17:20:00,العثماني: تطور الوضعية الوبائية يستدعي العودة إلى تدابير احترازية,https://www.hespress.com/politique/480383.html
229,480304,هسبريس من الرباط,politique,13,2020-08-06 21:00:00,"مجلس النواب يطوّر ""الخدمات الإلكترونية"" عبر تطبيقين هاتفيين",https://www.hespress.com/politique/480304.html
230,480374,هسبريس من الرباط,politique,33,2020-08-06 19:20:00,الرئيس الأمريكي يبدي ارتياحه للعمل إلى جانب الملك,https://www.hespress.com/politique/480374.html
231,480367,هسبريس من الرباط,politique,70,2020-08-07 04:00:00,"أحزاب المعارضة تعتزم التّكتل لمواجهة ""زحف البيجيدي"" في 2021",https://www.hespress.com/politique/480367.html
232,480657,هسبريس من الرباط,politique,15,2020-08-09 21:00:00,"القضاء الدستوري يرفض النظر في مقترح تعديل ""نظام المستشارين""",https://www.hespress.com/politique/480657.html
233,480417,هسبريس - محمد الراجي,politique,116,2020-08-06 23:00:00,"رئيس الحكومة يوصي بالصبر أمام ""كورونا"": لا نملك حلولا سحرية",https://www.hespress.com/politique/480417.html
234,480804,هسبريس - محمد الراجي,politique,13,2020-08-11 02:10:00,المالكي: إسرائيل تشوّش على المبادرات الداعمة للقضية الفلسطينية,https://www.hespress.com/politique/480804.html
235,480630,هسبريس من الرباط,politique,26,2020-08-09 23:00:00,تنفيذ مضامين خطاب العرش يستنفر الحكومة لمواجهة أزمة كورونا,https://www.hespress.com/politique/480630.html
236,480959,هسبريس من الرباط,politique,61,2020-08-13 08:00:00,أحزاب تتخوف من استغلال مشروع ملكي كبير في انتخابات 2021,https://www.hespress.com/politique/480959.html
237,483644,محمد ايت حساين,regions,1,2020-09-10 03:40:00,"سلطات تنغير تغلق دوار ""تدافالت"" بسبب مخالطين",https://www.hespress.com/regions/483644.html
238,483662,ياسين أوشن,regions,0,2020-09-10 04:40:00,"""كورونا"" يصيب مديرة المستشفى الإقليمي بخنيفرة",https://www.hespress.com/regions/483662.html
239,483641,مصطفى البكار,regions,1,2020-09-10 05:35:00,مطالب بإحداث مركز لتسجيل السيارات في أسا الزاك,https://www.hespress.com/regions/483641.html
240,481061,إبراهيم الحافظون من سطات,politique,14,2020-08-13 17:11:00,"""البيجيدي"" يفوز برئاسة مجلس جماعة البروج",https://www.hespress.com/politique/481061.html
241,483566,هسبريس من الرباط,regions,23,2020-09-10 04:00:00,ساكنة زاكورة تأمل تقنين زراعة البطيخ الأحمر لإبعاد شبح العطش,https://www.hespress.com/regions/483566.html
242,483679,محمد ايت حساين,regions,1,2020-09-10 06:55:00,جهة درعة تسجل 155 إصابة جديدة بفيروس كورونا,https://www.hespress.com/regions/483679.html
243,483654,هسبريس من الرباط,regions,8,2020-09-10 06:47:00,المناصب تفجر صراعات الأحزاب في جماعة الرباط,https://www.hespress.com/regions/483654.html
244,483718,محمد ايت حساين,regions,1,2020-09-10 17:19:00,فيروس كورونا يصيب عناصر من القوات المساعدة,https://www.hespress.com/regions/483718.html
245,483671,حميد رزقي من بني ملال,regions,5,2020-09-10 07:50:00,غياب الماء الشروب يثير الاستياء نواحي بني ملال,https://www.hespress.com/regions/483671.html
246,483752,ياسين أوشن,regions,1,2020-09-10 20:40:00,"""كورونا"" يُنهي حياة 5 أشخاص بجهة بني ملال",https://www.hespress.com/regions/483752.html
247,483747,هسبريس من الرباط,regions,25,2020-09-10 19:00:00,"""كورونا"" يُزهق أرواح 38 شخصاً .. وشفاء 2127 من ""الفيروس""",https://www.hespress.com/regions/483747.html
248,483759,محمد ايت حساين,regions,3,2020-09-10 21:33:00,تفاصيل الحالة الوبائية في جهة درعة - تافيلالت,https://www.hespress.com/regions/483759.html
249,483745,هسبريس من تطوان,regions,85,2020-09-10 20:05:00,زواج مثلي مغربي بإسباني يصدم معارفه بمارتيل,https://www.hespress.com/regions/483745.html
250,483751,عبد الكريم هرواش من الناظور,regions,0,2020-09-10 23:16:00,"مدينة مليلية ترصد 41 إصابة جديدة بـ""كوفيد-19""",https://www.hespress.com/regions/483751.html
251,483757,صدور أيوب من تطوان ,regions,0,2020-09-11 01:29:00,تفاصيل الحالة الوبائية بجهة طنجة تطوان الحسيمة,https://www.hespress.com/regions/483757.html
252,483754,هسبريس من الرّباط,regions,0,2020-09-11 03:28:00,طلبة سيدي سليمان يطلبون توفير النقل للقنيطرة,https://www.hespress.com/regions/483754.html
253,480942,هسبريس من الرباط,art-et-culture,10,2020-08-13 09:20:00,"فاعلون ثقافيون يحذرون من ""ظلام يحاصِر المغرب""",https://www.hespress.com/art-et-culture/480942.html
254,483736,هسبريس - عبد الإله شبل,regions,36,2020-09-11 04:00:00,إغلاق مدارس البيضاء يفتح مواجهة بين الأسر والمؤسسات الخاصة,https://www.hespress.com/regions/483736.html
255,483769,رشيد بيجيكن من أكادير ,regions,1,2020-09-11 05:06:00,"""أطر العدل"" يستفيدون من تحاليل ""كورونا"" بأكادير",https://www.hespress.com/regions/483769.html
256,481156,هسبريس من الرباط,art-et-culture,22,2020-08-14 14:41:00,الموت يغيّب الفنانة المصرية شويكار عن 82 عاماً,https://www.hespress.com/art-et-culture/481156.html
257,481125,هسبريس - وائل بورشاشن,art-et-culture,4,2020-08-15 02:05:00,أعرق النّوادي الثقافية في المغرب يُغني المكتبات بمنشورات جديدة,https://www.hespress.com/art-et-culture/481125.html
258,481123,هسبريس من الرباط,art-et-culture,37,2020-08-14 13:00:00,"""سطوٌ أدبيّ ركيك"" يدفع كاتبا مغربيّا إلى مراسلة أغنى رجل بالعالَم",https://www.hespress.com/art-et-culture/481123.html
259,481217,هسبريس من الرباط,art-et-culture,14,2020-08-15 13:00:00,"المغرب يشارك في ""تحدي القراءة العربي"" بمليون و558 ألف مشارك",https://www.hespress.com/art-et-culture/481217.html
260,481135,محمد بنعزيز,art-et-culture,11,2020-08-16 05:55:00,"""كوميديا"" عزباء مشبعة بدروس التنمية البشرية تبحث عن الزواج",https://www.hespress.com/art-et-culture/481135.html
261,481261,هسبريس من الرباط,art-et-culture,31,2020-08-16 08:15:00,"الحاجة الحمداوية تعتزل وتسلم المشعل لـ""عويطة""",https://www.hespress.com/art-et-culture/481261.html
262,481297,هسبريس من الرباط,art-et-culture,5,2020-08-16 10:54:00,"""راني زعفان"" .. تجربة غنائية جديدة لعصام كمال",https://www.hespress.com/art-et-culture/481297.html
263,481436,عفيفة الحسينات*,art-et-culture,16,2020-08-18 04:00:00,"مسلسل ""زهر البتول"" .. رهانات أنثوية ضائعة ومؤهلات فنية مهدورة",https://www.hespress.com/art-et-culture/481436.html
264,481286,هسبريس من الرباط,art-et-culture,8,2020-08-17 05:55:00,"صرف تعويضات مؤلفين ومبدعين يطرح إشكالية ""معايير الاستفادة""",https://www.hespress.com/art-et-culture/481286.html
265,481454,هسبريس - وائل بورشاشن,art-et-culture,11,2020-08-18 02:00:00,"العلوي: المعايير الدولية وراء ""التّوزيعات الاستثنائية"" لحقوق المؤلفين",https://www.hespress.com/art-et-culture/481454.html
266,481397,هسبريس من الرّباط,art-et-culture,2,2020-08-18 09:18:00,"""رونق المغرب"" يعلن أسماء الفائزين بجائزة القصّة",https://www.hespress.com/art-et-culture/481397.html
267,481399,هسبريس من الرّباط,art-et-culture,1,2020-08-18 06:27:00,إصدار جماعيّ يسائل المواكبة النقدية للسّرد العربي,https://www.hespress.com/art-et-culture/481399.html
268,481626,طارق بركاني,art-et-culture,23,2020-08-20 03:00:00,رواية الإخوة كارامازوف .. منجم سيغموند فرويد لتحليل النفس البشرية,https://www.hespress.com/art-et-culture/481626.html
269,481393,هسبريس - عبد السلام الشامخ,art-et-culture,6,2020-08-19 02:32:00,"""عدسات السّينما"" تعودُ إلى معانقة ""الألوان"" وتجاوز تبعات الوباء‎",https://www.hespress.com/art-et-culture/481393.html
270,481571,هسبريس - وائل بورشاشن,art-et-culture,3,2020-08-19 11:45:00,"""عطر الانتظار"" .. رواية تكشف الأمل عند العطالة",https://www.hespress.com/art-et-culture/481571.html
271,481430,هسبريس - محمد الراجي,art-et-culture,19,2020-08-20 13:00:00,"""الصراعات والحروب"" تلتهم الملايين في التعاضدية الوطنية للفنانين",https://www.hespress.com/art-et-culture/481430.html
272,483280,رشيد بيجيكن من أكادير ,faits-divers,18,2020-09-06 07:29:00,"النصب بـ""السماوي"" يوقع مواطنا غينيّا في بيوكرى",https://www.hespress.com/faits-divers/483280.html
273,481658,هسبريس من الرباط,art-et-culture,2,2020-08-21 09:05:00,المعتصم يبحث في شِعر المَلحون عند الشيخ العلمي,https://www.hespress.com/art-et-culture/481658.html
274,481712,خالد الخراز,art-et-culture,9,2020-08-21 01:43:00,"""ذيل الثعبان"" .. سفر عبر الزمن وتاريخ مسروق في السر والعلن",https://www.hespress.com/art-et-culture/481712.html
275,483255,هسبريس من الرباط,faits-divers,4,2020-09-06 00:20:00,مئات الأقراص المخدرة تورّط شخصين بمدينة تمارة,https://www.hespress.com/faits-divers/483255.html
276,483351,إبراهيم مغراوي من مراكش,faits-divers,1,2020-09-06 20:40:00,الدرك يفكك عصابة ويحجز أطنانا من مخدر الشيرا,https://www.hespress.com/faits-divers/483351.html
277,483343,هسبريس من أكادير,faits-divers,21,2020-09-06 15:17:00,السقوط من عمارة ينهي حياة خمسيني بمدينة أكادير‬,https://www.hespress.com/faits-divers/483343.html
278,483362, عبد الكريم هرواش من الناظور (صور : محمد العبوسي),faits-divers,15,2020-09-06 20:25:00,توقيف العشرات جراء عدم ارتداء الكمامات بالنّاظور,https://www.hespress.com/faits-divers/483362.html
279,483372,إبراهيم مغراوي من مراكش,faits-divers,2,2020-09-06 23:29:00,قضاء مراكش يخضع ثلاثة تجار للمخدرات للتحقيق,https://www.hespress.com/faits-divers/483372.html
280,483394,هسبريس من الرباط,faits-divers,4,2020-09-06 22:28:00,عملية أمنية مشتركة تحجز أطنانا من الشيرا بأزمور,https://www.hespress.com/faits-divers/483394.html
281,483346,رشيد بيجيكن من أكادير,faits-divers,3,2020-09-07 03:30:00,"تفكيك معمل سري لصنع ""ماء الحياة"" في أولاد تايمة‬",https://www.hespress.com/faits-divers/483346.html
282,483375,إبراهيم الحافظون من سطات,faits-divers,9,2020-09-07 06:35:00,لسعة عقرب تنهي حياة طفلة في مستشفى سطات,https://www.hespress.com/faits-divers/483375.html
283,483444,هسبريس من الرباط,faits-divers,26,2020-09-07 18:10:00,رجل يضرم النار في جسده أمام مقر للشرطة ببرشيد‎,https://www.hespress.com/faits-divers/483444.html
284,483441,جمال سماحي من تطوان,faits-divers,14,2020-09-07 17:05:00,شباب مغاربة يحاولون التسلل جماعة إلى ثغر سبتة,https://www.hespress.com/faits-divers/483441.html
285,483527,هسبريس من الرباط,faits-divers,9,2020-09-08 15:30:00,الشرطة تضبط كمية كبيرة من المشروبات الكحولية,https://www.hespress.com/faits-divers/483527.html
286,483445,رشيد بيجيكن من اشتوكة آيت باها,faits-divers,28,2020-09-08 08:22:00,هتك عرض طفلة بالتناوب يهزّ اشتوكة آيت باها,https://www.hespress.com/faits-divers/483445.html
287,483531,جمال سماحي من تطوان ,faits-divers,4,2020-09-08 16:40:00,إنقاذ مغاربة مرشحين للهجرة السرية بسواحل سبتة,https://www.hespress.com/faits-divers/483531.html
288,483536,هسبريس من الرباط,faits-divers,22,2020-09-08 17:45:00,شرطة فاس توقف أربعينيا بسبب هتك عرض قاصر,https://www.hespress.com/faits-divers/483536.html
289,483545,هسبريس من الناظور,faits-divers,19,2020-09-08 19:10:00,"طعنة تقتل ستّينيا في ""فضّ شجار"" قرب الناظور",https://www.hespress.com/faits-divers/483545.html
290,483528,هسبريس من الرباط,faits-divers,3,2020-09-08 23:35:00,سرقة مجوهرات تورّط ثلاثة أشخاص بمدينة فاس,https://www.hespress.com/faits-divers/483528.html
291,483542,إبراهيم مغراوي من مراكش,faits-divers,2,2020-09-09 02:44:00,المخدرات والسرقة تسقطان شخصين بيد الشرطة,https://www.hespress.com/faits-divers/483542.html
292,483561,إبراهيم مغراوي من مراكش,faits-divers,25,2020-09-08 23:05:00,وفاة تلميذة في حادثة سير مؤلمة ضواحي مراكش,https://www.hespress.com/faits-divers/483561.html
293,482679,هسبريس من الرباط,economie,1,2020-08-31 06:10:00,"""بنك المغرب"" يضخ 112 مليار درهم في التسبيقات",https://www.hespress.com/economie/482679.html
294,482733,هسبريس – محمد لديب,economie,13,2020-08-31 07:00:00,"""كوفيد-19"" يخفض واردات الشركات المغربية من اللعب الصينية",https://www.hespress.com/economie/482733.html
295,482678,هسبريس من الرباط,economie,4,2020-08-31 08:05:00,الدرهم المغربي يرتفع أمام اليورو ويتراجع بالدولار,https://www.hespress.com/economie/482678.html
296,482750,هسبريس - يوسف لخضر,economie,13,2020-08-31 13:00:00,كورونا يخفض الاستثمارات المغربية في الخارج بنسبة 41 في المائة,https://www.hespress.com/economie/482750.html
297,482710,هسبريس - محمد لديب,economie,46,2020-08-31 10:00:00,هل يبطل مجلس المنافسة اتفاق شركات التأمين بشأن حوادث السير؟,https://www.hespress.com/economie/482710.html
298,482786,ايزابيل ماسلانغ* ,economie,8,2020-09-01 03:48:00,"فرنسا تمارس ""دبلوماسية القمح"" في منطقة البحر الأبيض المتوسط",https://www.hespress.com/economie/482786.html
299,482812,هسبريس من الدار البيضاء,economie,17,2020-09-01 10:00:00,"البناء والسيارات أكبر القطاعات الخاسرة في ""بورصة"" الدار البيضاء",https://www.hespress.com/economie/482812.html
300,482853,هسبريس - أمال كنين,economie,24,2020-09-01 12:20:00,"""أوكسفام"" تربط رعاية الصحة بضريبة على الثروة",https://www.hespress.com/economie/482853.html
301,482821,هسبريس من الرباط,economie,34,2020-09-01 07:00:00,"ارتفاع أسعار الخضر والفواكه يُثقل كاهل المغاربة في ""زمن كورونا""",https://www.hespress.com/economie/482821.html
302,482922,هسبريس من الرباط,economie,18,2020-09-01 20:40:00,الحكومة تُغيث مؤسسات عمومية بقروض أوروبية,https://www.hespress.com/economie/482922.html
303,482780,هسبريس - يوسف لخضر ,economie,52,2020-09-01 13:00:00,"تداول ""الكاش"" يُفاقم العجز في السيولة النقدية لدى المؤسسات البنكية",https://www.hespress.com/economie/482780.html
304,482872,هسبريس من الرباط,economie,0,2020-09-02 01:20:00,"السكك الحديدية: القطارات تنقل 9,4 ملايين مسافر‎",https://www.hespress.com/economie/482872.html
305,482881,هسبريس من الرباط,economie,15,2020-09-01 16:15:00,"""سَهام"" تتراجع عن رفع ""خلوص تأمين السيارات""",https://www.hespress.com/economie/482881.html
306,482928,هسبريس - يوسف لخضر,economie,32,2020-09-02 01:00:00,"صادرات وواردات المغرب تنخفض .. وتحويلات الجالية تتحدى ""كورونا""",https://www.hespress.com/economie/482928.html
307,482946,هسبريس – محمد لديب,economie,13,2020-09-02 08:30:00,تراجع استهلاك المغاربة يؤثر على مداخيل البقالة,https://www.hespress.com/economie/482946.html
308,482891,هسبريس – محمد لديب,economie,11,2020-09-02 04:00:00,"""كورونا"" يكبد قطاع تصدير ""الملابس الجاهزة"" خسائر بـ500 مليار",https://www.hespress.com/economie/482891.html
309,482917,هسبريس - عبد السلام الشامخ,economie,48,2020-09-02 10:00:00,الشراكة الإستراتيجية المغربية الصينية .. آفاق واعدة وتحالفات متينة‬,https://www.hespress.com/economie/482917.html
310,483564,أحمد الساسي من العيون,societe,2,2020-09-08 20:15:00,بوعياش: تنصيب لجنة العيون تذكير بالمسؤوليات,https://www.hespress.com/societe/483564.html
311,483511,هسبريس - محمد الراجي,societe,99,2020-09-08 17:00:00,"وسائل تعقيم ""بدائية"" تفضح ضعف بنية المدارس العمومية بالمغرب",https://www.hespress.com/societe/483511.html
312,483540,هسبريس من الرباط,societe,79,2020-09-08 18:00:00,المغرب يسجل 1941 إصابة جديدة مؤكدة بكورونا خلال 24 ساعة,https://www.hespress.com/societe/483540.html
313,483546,هسبريس من الرباط,societe,11,2020-09-09 01:37:00,"تحديات ""جائحة كورونا"" تبرز الحاجة إلى إنجاح نمط التعليم الذاتي",https://www.hespress.com/societe/483546.html
314,483555,هسبريس ـ عبد السلام الشامخ,societe,70,2020-09-08 20:00:00,إنقاذ حياة الزفزافي ورفع الإضراب عن الطعام ينالان ترحيبا حقوقيا,https://www.hespress.com/societe/483555.html
315,483559,هسبريس- عبد الإله شبل,societe,28,2020-09-09 08:55:00,"طلبة جامعيون بالدار البيضاء ينشدون ""الإنقاذ"" بامتحانات عن بعد",https://www.hespress.com/societe/483559.html
316,483519,هسبريس من الرباط,societe,19,2020-09-09 07:45:00,حكومة العثماني تبحث عن التوافق في تنظيم عمل النقابات المغربية,https://www.hespress.com/societe/483519.html
317,483590,هسبريس – محمد لديب,societe,97,2020-09-09 04:05:00,مدارس خصوصية تنادي بوقف تسليم شواهد المغادرة تفاديا للإفلاس,https://www.hespress.com/societe/483590.html
318,483556,هسبريس - وائل بورشاشن,societe,59,2020-09-09 11:00:00,"أساتذة ينتقدون تكديس التلاميذ داخل أقسام مشتركة في ""زمن كورونا""",https://www.hespress.com/societe/483556.html
319,483613,هسبريس من الرباط,societe,79,2020-09-09 12:47:00,"الحكومة تمدد العمل بـ""حالة الطوارئ الصحية"" إلى 10 أكتوبر المقبل",https://www.hespress.com/societe/483613.html
320,483611,هسبريس - أمال كنين ,societe,9,2020-09-09 15:10:00,عشرات الإصابات الجديدة بالفيروس بين الممرضين,https://www.hespress.com/societe/483611.html
321,483604,هسبريس - أمال كنين,societe,26,2020-09-09 13:10:00,الجامعات الفرنسية تستقبل 11 ألف طالب مغربي جديد,https://www.hespress.com/societe/483604.html
322,483537,هسبريس - أمال كنين,societe,19,2020-09-09 16:00:00,"هذه أوجه التشابه بين وباء ""كوفيد-19"" وجائحة الإنفلونزا الإسبانية",https://www.hespress.com/societe/483537.html
323,472733,هسبريس من الرباط,medias,1,2020-05-26 21:10:00,مهنيون مغاربة يتداولون مصير المقاولة الصحافية‎,https://www.hespress.com/medias/472733.html
324,472757,هسبريس من الرباط,medias,44,2020-05-26 22:00:00,رصيف الصحافة: بروتوكول العلاج يجنب المغرب خسائر صحية فادحة,https://www.hespress.com/medias/472757.html
325,472945,هسبريس من الرباط,medias,1,2020-05-29 02:50:00,"""الاستقلال"" يسائل الفردوس عن أزمة الصحافة",https://www.hespress.com/medias/472945.html
326,472983,هسبريس من الرباط,medias,51,2020-05-28 22:00:00,"رصيف الصحافة: ""كورونا"" يؤجّل عملية العبور إلى أجل غير مسمى",https://www.hespress.com/medias/472983.html
327,472731,أيوب صدور من تطوان,medias,6,2020-05-27 02:26:00,"""حاتم"": ""صدف غريبة"" ترافق اعتقال الريسوني‎",https://www.hespress.com/medias/472731.html
328,472861,هسبريس من الرباط,medias,96,2020-05-27 22:00:00,رصيف الصحافة: جدال الأداء يُصادم المدارس الخاصة وأولياء التلاميذ,https://www.hespress.com/medias/472861.html
329,472941,هسبريس من الرباط,medias,62,2020-05-29 00:00:00,"تعويضات ""مجلس الصحافة"" تثير جدلاً .. ومصدر مسؤول: ""معقولة""",https://www.hespress.com/medias/472941.html
330,472957,هسبريس - وائل بورشاشن,medias,1,2020-05-29 07:33:00,"""معهد الإعلام بالرباط"" يدعم طلبتَه نفسيّا عن بُعد",https://www.hespress.com/medias/472957.html
331,473100,هسبريس من الرباط,medias,41,2020-05-29 22:00:00,رصيف الصحافة: طبيب يرفض فحص طفلة مغتصبة بتارودانت,https://www.hespress.com/medias/473100.html
332,473043,هسبريس - أمال كنين,medias,12,2020-05-30 02:38:00,"الجدل يتواصل حول تعويضات ""مجلس الصحافة""",https://www.hespress.com/medias/473043.html
333,473301,هسبريس من الرباط,medias,33,2020-05-31 20:00:00,"بين الريسوني و""آدم"" .. ""هيومان رايتس ووتش"" تقف على الحياد",https://www.hespress.com/medias/473301.html
334,473460,هسبريس من الرباط,medias,9,2020-06-02 05:12:00,"عريضة تطالب بمراجعة ""تعويضات مجلس الصحافة""",https://www.hespress.com/medias/473460.html
335,473417,هسبريس من الرباط,medias,24,2020-06-01 22:00:00,رصيف الصحافة: غياب وسائل النقل يعرقل الالتحاق بمقرات العمل,https://www.hespress.com/medias/473417.html
336,473161,هسبريس من الرباط,medias,42,2020-05-30 17:00:00,رصيف الصحافة: المغرب ينتظر توفير الكمامات الخاصة بالأطفال,https://www.hespress.com/medias/473161.html
337,473308,هسبريس من الرباط,medias,187,2020-05-31 22:00:00,رصيف الصحافة: شعبية اليوبي الجارفة تثير قلق الوزير آيت الطالب,https://www.hespress.com/medias/473308.html
338,480543,هسبريس من الرباط,economie,20,2020-08-09 02:05:00,"الحكومة تحدد قطاعات وحالات خاضعة لعقود العمل ""محددة المدة""",https://www.hespress.com/economie/480543.html
339,480459,هسبريس - محمد الراجي,economie,58,2020-08-08 17:00:00,الدولة تمنح ألفي درهم شهريا لأجراء القطاع السياحي إلى متم 2020,https://www.hespress.com/economie/480459.html
340,478462,هسبريس - محمد بلقاسم,politique,66,2020-07-18 16:00:00,المعارضة توحد مقترحات الانتخابات .. يومٌ للاقتراع ولائحة كفاءات,https://www.hespress.com/politique/478462.html
341,474563,هسبريس من الرباط,medias,48,2020-06-11 22:00:00,"رصيف الصحافة: مواجهة ""كورونا"" تؤجل فتح المساجد في المملكة",https://www.hespress.com/medias/474563.html
342,474372,هسبريس من الرباط,medias,6,2020-06-11 02:25:00,توقيعات تدعو إلى الإفراج عن الصحافي الريسوني,https://www.hespress.com/medias/474372.html
343,474810,تـ. أوربان ومـ.دونالدسون من نيويورك*,medias,0,2020-06-15 03:30:00,الاحتجاجات تسائل موضوعية الصحف الأمريكية,https://www.hespress.com/medias/474810.html
344,474616,هسبريس من الرباط,medias,3,2020-06-12 15:15:00,"""دار البريهي"" تعزز بروتوكول الحماية من كورونا",https://www.hespress.com/medias/474616.html
345,474877,هسبريس من الرباط,medias,11,2020-06-14 22:30:00,رصيف الصحافة: الدرك يضبط سلاحا ناريا ورصاصا حيا بواد إفران,https://www.hespress.com/medias/474877.html
346,474661,هسبريس من الرباط,medias,24,2020-06-12 22:35:00,"رصيف الصحافة: أطباء يحذرون من مخاطر ""الحجر"" على الأطفال",https://www.hespress.com/medias/474661.html
347,474741,هسبريس من الرباط,medias,105,2020-06-13 21:00:00,رصيف الصحافة: غضبة ملكية تطال مسؤولي مدينة الصخيرات,https://www.hespress.com/medias/474741.html
348,475075,عبد الجواد الخنيفي (رسم: مبارك بوعلي),medias,23,2020-06-17 05:00:00,"الصبّان رائد الكاريكاتير .. ""مهْمازْ"" يتنفس هموم المجتمع بإعجاز",https://www.hespress.com/medias/475075.html
349,474984,هسبريس من الرباط,medias,19,2020-06-15 22:00:00,"رصيف الصحافة: قنصليات أجنبية ""تحجز"" جوازات سفر مغربية",https://www.hespress.com/medias/474984.html
