article_id,author,category,number_of_comments,timestamp,title
478262,هسبريس من الرباط,economie,(14),السبت 18 يوليوز 2020 - 07:21,"""الباطرونا"" تطلب إعفاء ضريبيا لصندوق كورونا"
478787,أحمد عصيد,tamazight,(0),الثلاثاء 21 يوليوز 2020 - 12:36,"عصيد: مشكلة حميش مع الأمازيغية تنغمس في ""المواقف الشخصية"" (3)"
478013,مصطفى ملو,tamazight,(16),الأربعاء 15 يوليوز 2020 - 05:00,"""لْعنصرت"" .. عندما ""يُبخِّر"" سكان ""أسامر"" للزرع والضرع بالحرمل"
478650,أحمد عصيد,tamazight,(95),الثلاثاء 21 يوليوز 2020 - 06:00,"عصيد: مشكلة حميش مع الأمازيغية تنغمس في ""المواقف الشخصية"""
478407,هسبريس من الرباط,economie,(13),السبت 18 يوليوز 2020 - 15:00,"عراقيل تحول دون استفادة مقاولات من تمويلات ""ضمان أوكسجين"""
478046,هسبريس من الرباط,economie,(32),الأحد 19 يوليوز 2020 - 05:15,كيف يمكن تجاوز الأزمة الاقتصادية لقطاع السياحة في المغرب؟‬
478560,هسبريس من الرباط,economie,(5),الأحد 19 يوليوز 2020 - 14:50,العجز التجاري للمغرب يتراجع بـ10 ملايير درهم
478477,هسبريس - عبد الإله شبل,economie,(106),الأحد 19 يوليوز 2020 - 10:20,هذه خلفيات إلزام رئيس الحكومة الوزراء بقضاء العطلة في المغرب
478601,هسبريس من الرباط,economie,(47),الأحد 19 يوليوز 2020 - 21:00,دول أوروبية تراهن على المغرب لتعويض الصّين في إمداد السيارات‎
478538,هسبريس ـ مُتابعة,economie,(0),الاثنين 20 يوليوز 2020 - 05:57,فقدان الوظائف يشكل خطرا على الاقتصاد الأوروبي
478376,هسبريس من الرباط,economie,(16),الأحد 19 يوليوز 2020 - 11:00,"تداعيات ""كوفيد-19"" الاقتصادية .. ارتفاع الديون وإفلاس الشركات"
478559,هسبريس من الرباط,economie,(5),الاثنين 20 يوليوز 2020 - 08:50,الدرهم يتراجع مقابل الأورو ويتحسن أمام الدولار
478561,هسبريس من الرباط,economie,(5),الاثنين 20 يوليوز 2020 - 07:08,حاجيات البنوك من السيولة تفوق 100 مليار درهم
478629,هسبريس من الرباط,economie,(56),الاثنين 20 يوليوز 2020 - 11:00,"رقم معاملات ""اتصالات المغرب"" يفوق 18 مليار درهم في ستة أشهر"
478678,هسبريس - محمد بلقاسم,economie,(37),الاثنين 20 يوليوز 2020 - 17:00,"""ضغوط الباطرونا"" تدفع البرلمان إلى عدم تضريب صندوق كورونا"
478659,هسبريس من الرباط,economie,(8),الاثنين 20 يوليوز 2020 - 21:00,"شركة تابعة للهولدينغ الملكي ضمن الأقوى صناعياً في منطقة ""مينا"""
478639,هسبريس - عبد الرحيم العسري,economie,(30),الاثنين 20 يوليوز 2020 - 13:00,حكومة العثماني تتشبث بزيادة 5 بالمائة في أجور القطاع الخاص
478679,هسبريس - أمال كنين,economie,(11),الاثنين 20 يوليوز 2020 - 22:30,"""فيتش"" تتوقع عجزا غير مسبوق لميزانية المغرب منذ ثلاثة عقود"
478707,هسبريس - محمد لديب,economie,(1),الثلاثاء 21 يوليوز 2020 - 08:50,مهنيون ينتقدون إغفال المقاولين الصغار والذاتيين
478521,هسبريس ـ محمد لديب,economie,(25),الثلاثاء 21 يوليوز 2020 - 01:40,"""اتحاد مقاولات المغرب"" يسارع الخطوات لإنقاذ قطاع العقار والبناء"
478424,هسبورت - سعيد إبراهيم الحاج,sport,(0),الجمعة 17 يوليوز 2020 - 20:54,الحكام يتنفّسون الصعداء..تحاليل سلبية لمخالطي مصاب مركز المعمورة
478720,هسبريس من الرباط,economie,(23),الثلاثاء 21 يوليوز 2020 - 09:36,"تداعيات أزمة ""كورونا"" تثير قلق ربابنة مغاربة"
478672,هسبريس من الرباط,economie,(39),الثلاثاء 21 يوليوز 2020 - 07:25,"""البنك الإسباني"" يُغرِّم مصرفاً مغربياً 10 ملايين درهم"
478315,هسبريس - أ.ف.ب,sport,(20),الخميس 16 يوليوز 2020 - 22:09,الريال يحرز الدوري الإسباني للمرة الرابعة والثلاثين
478421,هسبورت - حمزة اشتيوي,sport,(44),السبت 18 يوليوز 2020 - 05:00,خاليلوزيتش يبحث عن مساعدين جدد لتعزيز طاقم المنتخب المغربي
478466,أوعنا بلعيد,sport,(7),السبت 18 يوليوز 2020 - 23:08,"لامبارد يشيد بانسجام زياش مع لاعبي ""تشيلسي"""
478468,هسبورت - متابعة,sport,(40),السبت 18 يوليوز 2020 - 14:05,"""جامعة الكرة"" تعيد برمجة مباراة الدفاع والرجاء"
478495,هسبريس من الرباط,sport,(2),الأحد 19 يوليوز 2020 - 01:19,هذه برمجة مباريات البطولة بالقسمَين الأول والثاني
478512,هسبورت - آمال لكعيدا,sport,(51),السبت 18 يوليوز 2020 - 22:00,"الدفاع الحسني يرفض ""قرار التأديب"" ويهدد بالقضاء الرياضي الدولي"
478449,هسبريس - أ.ف.ب,sport,(1),الأحد 19 يوليوز 2020 - 03:30,"""مستشار الرئيس"" يعيد كاسياس إلى ""ريال مدريد"""
478502,هسبورت - سعيد إبراهيم الحاج,sport,(0),الأحد 19 يوليوز 2020 - 04:42,"الحسنية تستعيد لاعبين عالقين وتنتظر ""صيام"""
478457,أوعنا بلعيد,sport,(5),الأحد 19 يوليوز 2020 - 07:51,"تعرابت يزف ""خبرا سارا"" لأنصار بنفيكا البرتغالي‎"
478465,أوعنا بلعيد,sport,(1),الأحد 19 يوليوز 2020 - 09:57,زهير فضال يستعد لإنهاء عقد انتقاله إلى لشبونة
478481,أوعنا بلعيد,sport,(1),الاثنين 20 يوليوز 2020 - 06:28,"""خفافيش إسبانيا"" تهتم بتألق المهاجم سليم أملاح"
478501,هسبورت - عبد الله العلوي,sport,(32),الأحد 19 يوليوز 2020 - 06:37,"جماهير الدفاع الجديدي تطلق حملة ""ملاعبينش"""
478643,أوعنا بلعيد,sport,(3),الاثنين 20 يوليوز 2020 - 13:04,الزمالك يؤكد عودة أوناجم وبنشرقي السبت المقبل
478454,أوعنا بلعيد,sport,(10),الأحد 19 يوليوز 2020 - 13:35,الأهلي المصري يحسم مستقبل المغربي وليد أزارو
478646,أوعنا بلعيد,sport,(2),الثلاثاء 21 يوليوز 2020 - 00:33,"المغربي ""تيهي"" يواصل التألق في الدوري السويدي"
478686,أوعنا بلعيد,sport,(0),الثلاثاء 21 يوليوز 2020 - 04:41,مدرب برتغالي يغدق المديح على أداء رومان سايس
478662,أوعنا بلعيد,sport,(1),الاثنين 20 يوليوز 2020 - 20:50,العربي يتوج بلقب الدوري اليوناني وهداف المسابقة
478374,هسبريس من الرباط,orbites,(2),السبت 18 يوليوز 2020 - 08:34,ندوة ومحاضرة تسلّطان الضوء على معركة أنوال
478652,أوعنا بلعيد,sport,(0),الثلاثاء 21 يوليوز 2020 - 06:10,المغربي إلياس شاعر يحصد ثمار التألق بإنجلترا
478669,هسبريس من الرباط,orbites,(3),الاثنين 20 يوليوز 2020 - 20:10,"محاضرة تقارب مساهمة ""آل الولاية"" في المقاومة"
478573,هسبريس من الرباط,orbites,(10),الأحد 19 يوليوز 2020 - 16:00,"فعاليات مؤتمر ""فقه الطوارئ"" تناقش معالم ما بعد جائحة ""كورونا"""
478743,هسبريس ـ مُتابعة,orbites,(2),الثلاثاء 21 يوليوز 2020 - 14:15,الملك محمد السادس يشيد بعراقة الصداقة مع بلجيكا
478362,هسبريس من الرباط,orbites,(29),الأحد 19 يوليوز 2020 - 00:25,هكذا يواجه المغرب الجماعات الإرهابية ويرصد أنشطة المتطرفين
478566,هسبريس - عبد السلام الشامخ,orbites,(81),الأحد 19 يوليوز 2020 - 17:00,"هل يعيد المغرب إغلاق الحدود أمام ارتفاع الإصابات بـ""كوفيد-19""؟‬"
